station_id,sensor_id,latitude,longitude,measurement_value,measurement_datetime_utc,measurement_datetime_tokyo,NO2_lag_1,NO2_target_T+1,past_temp_1,past_wind_1,past_wind_dir_1,past_humidity_1,past_pressure_1,future_temp_1,future_wind_1,future_wind_dir_1,future_humidity_1,future_pressure_1,NO2_lag_2,NO2_target_T+2,past_temp_2,past_wind_2,past_wind_dir_2,past_humidity_2,past_pressure_2,future_temp_2,future_wind_2,future_wind_dir_2,future_humidity_2,future_pressure_2,NO2_lag_3,NO2_target_T+3,past_temp_3,past_wind_3,past_wind_dir_3,past_humidity_3,past_pressure_3,future_temp_3,future_wind_3,future_wind_dir_3,future_humidity_3,future_pressure_3,NO2_lag_4,NO2_target_T+4,past_temp_4,past_wind_4,past_wind_dir_4,past_humidity_4,past_pressure_4,future_temp_4,future_wind_4,future_wind_dir_4,future_humidity_4,future_pressure_4
1214831,6519787,35.613889,139.744444,0.013,2024-08-18 17:00:00,2024-08-19 02:00:00,0.016,0.014,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.015,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.011,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.016,0.019,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1214832,6519019,35.616667,139.722222,0.008,2024-08-18 17:00:00,2024-08-19 02:00:00,0.014,0.008,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.006,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.007,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.011,0.011,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1214833,6518521,35.608333,139.725,0.007,2024-08-18 17:00:00,2024-08-19 02:00:00,0.013,0.007,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.004,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.005,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.011,0.007,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1214884,6517597,35.716667,139.816667,0.012,2024-08-18 17:00:00,2024-08-19 02:00:00,0.016,0.012,30.06,5.14,170,84,1010,28.79,4.12,170,85,1010,,0.008,29.71,5.14,160,85,1010,28.46,2.57,190,87,1010,,0.01,29.65,5.14,180,85,1010,28.6,2.57,190,87,1011,0.011,0.012,29.93,4.12,180,88,1010,28.51,2.06,0,88,1011
1214929,6587241,35.591667,139.713889,0.021,2024-08-18 17:00:00,2024-08-19 02:00:00,0.026,0.019,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.027,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.028,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.017,0.035,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1214930,6519173,35.573056,139.686389,0.01,2024-08-18 17:00:00,2024-08-19 02:00:00,0.018,0.008,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.01,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.014,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.009,0.016,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1214931,6519744,35.597222,139.697222,0.009,2024-08-18 17:00:00,2024-08-19 02:00:00,0.013,0.004,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.004,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.005,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.008,0.008,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1215290,6587168,35.719444,139.734722,0.02,2024-08-18 17:00:00,2024-08-19 02:00:00,0.016,0.019,29.93,5.14,170,86,1010,28.64,4.12,170,86,1010,,0.011,29.61,5.14,160,86,1010,28.23,2.57,190,89,1010,,0.014,29.65,5.14,180,86,1010,28.2,2.57,190,89,1011,0.016,0.014,29.74,4.12,180,86,1010,28.28,2.06,0,89,1011
1215291,6520815,35.730556,139.758333,0.017,2024-08-18 17:00:00,2024-08-19 02:00:00,0.021,0.012,29.93,5.14,170,86,1010,28.64,4.12,170,86,1010,,0.009,29.61,5.14,160,86,1010,28.23,2.57,190,89,1010,,0.009,29.65,5.14,180,86,1010,28.2,2.57,190,89,1011,0.013,0.011,29.74,4.12,180,86,1010,28.28,2.06,0,89,1011
1215294,6518335,35.713889,139.705556,0.018,2024-08-18 17:00:00,2024-08-19 02:00:00,0.009,0.009,29.93,5.14,170,86,1010,28.64,4.12,170,86,1010,,0.01,29.61,5.14,160,86,1010,28.23,2.57,190,89,1010,,0.009,29.65,5.14,180,86,1010,28.2,2.57,190,89,1011,,0.012,29.74,4.12,180,86,1010,28.28,2.06,0,89,1011
1215295,6520345,35.677777999999996,139.716667,0.013,2024-08-18 17:00:00,2024-08-19 02:00:00,0.009,0.006,29.93,5.14,170,86,1010,28.64,4.12,170,86,1010,,0.006,29.61,5.14,160,86,1010,28.23,2.57,190,89,1010,,0.009,29.65,5.14,180,86,1010,28.2,2.57,190,89,1011,0.02,0.009,29.74,4.12,180,86,1010,28.28,2.06,0,89,1011
1215373,6518084,35.686111,139.605556,0.005,2024-08-18 17:00:00,2024-08-19 02:00:00,0.006,0.005,29.66,3.33,175,86,1010,28.3,2.52,3,91,1010,,0.01,29.47,2.04,184,87,1010,27.81,2.82,358,94,1010,,0.01,29.35,0.86,231,89,1010,27.8,3.01,358,95,1011,0.005,0.008,29.43,1.03,328,88,1010,27.96,2.98,359,95,1011
1215412,6587276,35.758333,139.708333,0.02,2024-08-18 17:00:00,2024-08-19 02:00:00,0.019,0.017,30.4,3.47,156,84,1010,28.67,0.45,16,87,1010,,0.013,29.93,0.45,320,85,1010,28.22,0.45,16,89,1010,,0.018,29.57,0.88,126,87,1010,28.41,0.45,83,89,1011,0.02,0.022,29.95,0.45,95,90,1010,28.43,0.45,15,90,1011
1215413,6587196,35.753611,139.7075,,2024-08-18 17:00:00,2024-08-19 02:00:00,,,29.78,1.34,143,83,1010,28.52,0.45,16,88,1010,,,29.69,2.24,175,86,1010,28.16,0.89,44,91,1010,,,29.72,1.34,123,88,1010,28.12,0.45,29,92,1011,,,29.81,1.34,166,88,1010,28.22,0.45,22,92,1011
1215489,6587322,35.694444,139.838889,0.011,2024-08-18 17:00:00,2024-08-19 02:00:00,0.012,0.009,30.06,5.14,170,84,1010,28.79,4.12,170,85,1010,,0.01,29.71,5.14,160,85,1010,28.46,2.57,190,87,1010,,0.01,29.65,5.14,180,85,1010,28.6,2.57,190,87,1011,0.01,0.013,29.93,4.12,180,88,1010,28.51,2.06,0,88,1011
1215490,6587181,35.686111,139.830556,0.013,2024-08-18 17:00:00,2024-08-19 02:00:00,0.014,0.01,30.06,5.14,170,84,1010,28.79,4.12,170,85,1010,,0.008,29.71,5.14,160,85,1010,28.46,2.57,190,87,1010,,0.009,29.65,5.14,180,85,1010,28.6,2.57,190,87,1011,0.01,0.01,29.93,4.12,180,88,1010,28.51,2.06,0,88,1011
1215491,6520578,35.647222,139.813889,0.019,2024-08-18 17:00:00,2024-08-19 02:00:00,0.011,0.015,30.06,5.14,170,84,1010,28.79,4.12,170,85,1010,,0.014,29.71,5.14,160,85,1010,28.46,2.57,190,87,1010,,0.017,29.65,5.14,180,85,1010,28.6,2.57,190,87,1011,0.015,0.018,29.93,4.12,180,88,1010,28.51,2.06,0,88,1011
1215540,6515603,35.661111,139.702778,0.007,2024-08-18 17:00:00,2024-08-19 02:00:00,0.011,0.004,29.93,5.14,170,86,1010,28.64,4.12,170,86,1010,,0.005,29.61,5.14,160,86,1010,28.23,2.57,190,89,1010,,0.01,29.65,5.14,180,86,1010,28.2,2.57,190,89,1011,0.01,0.01,29.74,4.12,180,86,1010,28.28,2.06,0,89,1011
1215541,6519859,35.669444,139.663889,0.004,2024-08-18 17:00:00,2024-08-19 02:00:00,0.008,0.005,29.93,5.14,170,86,1010,28.64,4.12,170,86,1010,,0.008,29.61,5.14,160,86,1010,28.23,2.57,190,89,1010,,0.013,29.65,5.14,180,86,1010,28.2,2.57,190,89,1011,0.007,0.015,29.74,4.12,180,86,1010,28.28,2.06,0,89,1011
1215542,6515515,35.630556,139.780556,0.029,2024-08-18 17:00:00,2024-08-19 02:00:00,0.016,0.027,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.029,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.026,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.027,0.016,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1215543,6518967,35.633333,139.741667,0.014,2024-08-18 17:00:00,2024-08-19 02:00:00,0.014,0.022,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.019,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.013,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,,0.016,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1215544,6519804,35.642222,139.735833,0.01,2024-08-18 17:00:00,2024-08-19 02:00:00,0.012,0.016,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.01,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.008,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.019,0.014,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1215604,6515512,35.620278,139.681667,0.006,2024-08-18 17:00:00,2024-08-19 02:00:00,0.017,0.004,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.005,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.009,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.007,0.015,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1215605,6587166,35.616667,139.686111,0.007,2024-08-18 17:00:00,2024-08-19 02:00:00,0.012,0.005,29.83,5.14,170,86,1010,28.91,4.12,170,85,1010,,0.007,29.55,5.14,160,86,1010,28.55,2.57,190,87,1010,,0.009,29.79,5.14,180,86,1010,28.5,2.57,190,88,1011,0.006,0.011,29.92,4.12,180,85,1010,28.53,2.06,0,88,1011
1215606,6518338,35.65,139.691667,0.008,2024-08-18 17:00:00,2024-08-19 02:00:00,0.013,0.006,29.93,5.14,170,86,1010,28.64,4.12,170,86,1010,,0.007,29.61,5.14,160,86,1010,28.23,2.57,190,89,1010,,0.012,29.65,5.14,180,86,1010,28.2,2.57,190,89,1011,0.01,0.014,29.74,4.12,180,86,1010,28.28,2.06,0,89,1011
1215737,6519084,35.761111,139.666667,0.014,2024-08-18 17:00:00,2024-08-19 02:00:00,0.006,0.01,29.78,1.34,143,83,1010,28.52,0.45,16,88,1010,,0.01,29.69,2.24,175,86,1010,28.16,0.89,44,91,1010,,0.01,29.72,1.34,123,88,1010,28.12,0.45,29,92,1011,0.016,0.01,29.81,1.34,166,88,1010,28.22,0.45,22,92,1011
1215738,6587252,35.733333,139.602778,0.004,2024-08-18 17:00:00,2024-08-19 02:00:00,0.004,0.007,29.78,1.34,143,83,1010,28.52,0.45,16,88,1010,,0.009,29.69,2.24,175,86,1010,28.16,0.89,44,91,1010,,0.009,29.72,1.34,123,88,1010,28.12,0.45,29,92,1011,0.009,0.007,29.81,1.34,166,88,1010,28.22,0.45,22,92,1011
1215739,6516899,35.743333,139.653611,0.004,2024-08-18 17:00:00,2024-08-19 02:00:00,0.006,0.006,29.78,1.34,143,83,1010,28.52,0.45,16,88,1010,,0.009,29.69,2.24,175,86,1010,28.16,0.89,44,91,1010,,0.01,29.72,1.34,123,88,1010,28.12,0.45,29,92,1011,0.009,0.009,29.81,1.34,166,88,1010,28.22,0.45,22,92,1011
1215784,6516949,35.730556,139.791667,0.011,2024-08-18 17:00:00,2024-08-19 02:00:00,0.012,0.009,30.27,3.12,152,83,1010,28.71,3.09,70,87,1010,,0.008,29.81,0.45,320,84,1010,28.27,2.06,50,89,1010,,0.009,29.47,1.15,122,86,1010,28.52,0.45,83,89,1011,0.012,0.009,29.93,0.45,95,90,1010,28.47,2.06,40,89,1011
1215848,6587251,35.738611,139.729444,0.018,2024-08-18 17:00:00,2024-08-19 02:00:00,0.013,0.012,29.93,5.14,170,86,1010,28.64,4.12,170,86,1010,,0.009,29.61,5.14,160,86,1010,28.23,2.57,190,89,1010,,0.01,29.65,5.14,180,86,1010,28.2,2.57,190,89,1011,0.014,0.01,29.74,4.12,180,86,1010,28.28,2.06,0,89,1011
1215878,6520231,35.772222,139.805556,0.009,2024-08-18 17:00:00,2024-08-19 02:00:00,0.013,0.007,30.27,3.12,152,83,1010,28.71,3.09,70,87,1010,,0.007,29.81,0.45,320,84,1010,28.27,2.06,50,89,1010,,0.011,29.47,1.15,122,86,1010,28.52,0.45,83,89,1011,0.015,0.014,29.93,0.45,95,90,1010,28.47,2.06,40,89,1011
1215880,6517103,35.777778,139.780556,0.008,2024-08-18 17:00:00,2024-08-19 02:00:00,0.015,0.007,30.27,3.12,152,83,1010,28.71,3.09,70,87,1010,,0.007,29.81,0.45,320,84,1010,28.27,2.06,50,89,1010,,0.008,29.47,1.15,122,86,1010,28.52,0.45,83,89,1011,0.011,0.009,29.93,0.45,95,90,1010,28.47,2.06,40,89,1011
1298213,6587300,35.681389,139.718611,0.013,2024-08-18 17:00:00,2024-08-19 02:00:00,0.01,0.007,29.93,5.14,170,86,1010,28.64,4.12,170,86,1010,,0.006,29.61,5.14,160,86,1010,28.23,2.57,190,89,1010,,0.009,29.65,5.14,180,86,1010,28.2,2.57,190,89,1011,0.02,0.009,29.74,4.12,180,86,1010,28.28,2.06,0,89,1011
1214508,6518570,35.651389,139.593611,0.002,2024-11-07 20:00:00,2024-11-08 05:00:00,,0.006,11.02,0.45,79,45,1027,10.11,4.66,18,51,1029,0.002,0.011,10.95,7.09,358,46,1027,10,4.04,14,54,1030,0.003,0.012,10.69,0.45,360,48,1028,10.77,4.61,13,55,1030,0.002,0.009,10.39,0.45,164,50,1028,11.76,2.57,40,51,1030
1214509,6587263,35.661111,139.616667,0.014,2024-11-07 20:00:00,2024-11-08 05:00:00,0.008,0.014,11.02,0.45,79,45,1027,10.11,4.66,18,51,1029,0.008,0.021,10.95,7.09,358,46,1027,10,4.04,14,54,1030,0.009,0.022,10.69,0.45,360,48,1028,10.77,4.61,13,55,1030,0.01,0.015,10.39,0.45,164,50,1028,11.76,2.57,40,51,1030
1214510,6516563,35.675,139.786111,0.011,2024-11-07 20:00:00,2024-11-08 05:00:00,0.009,0.014,10.64,11.32,340,49,1027,9.86,6.69,360,55,1029,0.008,0.027,10.71,0.45,313,51,1027,9.99,5.66,10,57,1030,0.01,0.03,10.26,9.77,350,53,1028,10.83,5.66,30,55,1030,0.01,0.023,10.1,7.72,360,53,1028,11.85,5.66,30,50,1030
1214511,6516111,35.652778,139.783333,0.007,2024-11-07 20:00:00,2024-11-08 05:00:00,0.005,0.008,11.15,11.32,340,49,1027,10.62,6.71,360,54,1029,0.004,0.015,11.47,10.29,350,50,1027,10.61,5.66,10,57,1030,0.005,0.017,10.85,9.77,350,53,1028,10.9,5.66,30,56,1030,0.006,0.017,10.77,7.72,360,52,1028,12,5.66,30,50,1030
1214514,6518645,35.700278,139.682778,0.005,2024-11-07 20:00:00,2024-11-08 05:00:00,0.004,0.007,10.64,11.32,340,49,1027,9.86,6.69,360,55,1029,0.005,0.01,10.71,0.45,313,51,1027,9.99,5.66,10,57,1030,0.004,0.012,10.26,9.77,350,53,1028,10.83,5.66,30,55,1030,0.004,0.011,10.1,7.72,360,53,1028,11.85,5.66,30,50,1030
1214515,6515352,35.716667,139.647222,0.004,2024-11-07 20:00:00,2024-11-08 05:00:00,0.004,0.01,10.48,0.45,35,51,1027,9.62,0.45,228,57,1029,0.003,0.015,10.58,0.45,25,51,1027,9.83,3.22,358,58,1030,0.003,0.016,10.14,5.82,360,53,1028,10.82,0.45,79,54,1030,0.002,0.01,9.92,4.83,1,54,1028,11.82,3.6,30,48,1030
1214712,6587151,35.763889,139.738889,0.01,2024-11-07 20:00:00,2024-11-08 05:00:00,0.01,0.017,10.52,0.45,35,55,1027,9.49,0.45,228,61,1029,0.011,0.021,10.34,0.45,25,57,1027,9.97,2.63,345,61,1030,0.006,0.021,9.95,5,353,58,1028,11.21,0.45,79,54,1030,0.01,0.013,9.89,4.1,350,58,1028,12.12,2.68,1,48,1030
1214720,6516136,35.669444,139.756389,,2024-11-07 20:00:00,2024-11-08 05:00:00,,,10.64,11.32,340,49,1027,9.86,6.69,360,55,1029,,,10.71,0.45,313,51,1027,9.99,5.66,10,57,1030,,,10.26,9.77,350,53,1028,10.83,5.66,30,55,1030,,,10.1,7.72,360,53,1028,11.85,5.66,30,50,1030
1214721,6515676,35.672222,139.761111,0.008,2024-11-07 20:00:00,2024-11-08 05:00:00,0.005,0.01,10.64,11.32,340,49,1027,9.86,6.69,360,55,1029,0.004,0.013,10.71,0.45,313,51,1027,9.99,5.66,10,57,1030,0.005,0.019,10.26,9.77,350,53,1028,10.83,5.66,30,55,1030,0.007,0.016,10.1,7.72,360,53,1028,11.85,5.66,30,50,1030
1214722,6515455,35.688889,139.772222,0.007,2024-11-07 20:00:00,2024-11-08 05:00:00,0.004,0.008,10.64,11.32,340,49,1027,9.86,6.69,360,55,1029,0.004,0.013,10.71,0.45,313,51,1027,9.99,5.66,10,57,1030,0.004,0.018,10.26,9.77,350,53,1028,10.83,5.66,30,55,1030,0.005,0.013,10.1,7.72,360,53,1028,11.85,5.66,30,50,1030
1214767,6520102,35.725,139.797222,0.009,2024-11-07 20:00:00,2024-11-08 05:00:00,0.005,0.017,10.86,11.32,340,54,1027,9.89,2.55,47,60,1029,0.006,0.025,10.65,0.45,309,58,1027,9.71,2.58,44,63,1030,0.006,0.026,10.41,9.77,350,58,1028,11.1,5.66,30,55,1030,0.006,0.021,9.91,2.84,37,60,1028,12.18,5.66,30,49,1030
1214831,6519787,35.613889,139.744444,0.008,2024-11-07 20:00:00,2024-11-08 05:00:00,0.005,0.009,11.15,11.32,340,49,1027,10.62,6.71,360,54,1029,0.005,0.011,11.47,10.29,350,50,1027,10.61,5.66,10,57,1030,0.005,0.02,10.85,9.77,350,53,1028,10.9,5.66,30,56,1030,0.005,0.023,10.77,7.72,360,52,1028,12,5.66,30,50,1030
1214832,6519019,35.616667,139.722222,0.008,2024-11-07 20:00:00,2024-11-08 05:00:00,0.007,0.01,11.15,11.32,340,49,1027,10.62,6.71,360,54,1029,0.007,0.017,11.47,10.29,350,50,1027,10.61,5.66,10,57,1030,0.006,0.019,10.85,9.77,350,53,1028,10.9,5.66,30,56,1030,0.007,0.021,10.77,7.72,360,52,1028,12,5.66,30,50,1030
1214833,6518521,35.608333,139.725,0.004,2024-11-07 20:00:00,2024-11-08 05:00:00,,0.005,11.15,11.32,340,49,1027,10.62,6.71,360,54,1029,0.003,0.007,11.47,10.29,350,50,1027,10.61,5.66,10,57,1030,0.003,0.008,10.85,9.77,350,53,1028,10.9,5.66,30,56,1030,0.003,0.009,10.77,7.72,360,52,1028,12,5.66,30,50,1030
1214884,6517597,35.716667,139.816667,0.01,2024-11-07 20:00:00,2024-11-08 05:00:00,0.005,0.015,10.86,11.32,340,54,1027,9.89,2.55,47,60,1029,0.006,0.018,10.65,0.45,309,58,1027,9.71,2.58,44,63,1030,0.006,0.024,10.41,9.77,350,58,1028,11.1,5.66,30,55,1030,0.008,0.013,9.91,2.84,37,60,1028,12.18,5.66,30,49,1030
1214929,6587241,35.591667,139.713889,0.013,2024-11-07 20:00:00,2024-11-08 05:00:00,0.005,0.018,11.15,11.32,340,49,1027,10.62,6.71,360,54,1029,0.005,0.021,11.47,10.29,350,50,1027,10.61,5.66,10,57,1030,0.004,0.024,10.85,9.77,350,53,1028,10.9,5.66,30,56,1030,0.008,0.018,10.77,7.72,360,52,1028,12,5.66,30,50,1030
1214930,6519173,35.573056,139.686389,0.003,2024-11-07 20:00:00,2024-11-08 05:00:00,,0.006,11.15,11.32,340,49,1027,10.62,6.71,360,54,1029,0.003,0.007,11.47,10.29,350,50,1027,10.61,5.66,10,57,1030,0.004,0.009,10.85,9.77,350,53,1028,10.9,5.66,30,56,1030,0.003,0.01,10.77,7.72,360,52,1028,12,5.66,30,50,1030
1214931,6519744,35.597222,139.697222,0.008,2024-11-07 20:00:00,2024-11-08 05:00:00,0.004,0.015,11.15,11.32,340,49,1027,10.62,6.71,360,54,1029,0.003,0.019,11.47,10.29,350,50,1027,10.61,5.66,10,57,1030,0.002,0.019,10.85,9.77,350,53,1028,10.9,5.66,30,56,1030,0.004,0.019,10.77,7.72,360,52,1028,12,5.66,30,50,1030
1215290,6587168,35.719444,139.734722,0.014,2024-11-07 20:00:00,2024-11-08 05:00:00,0.006,0.015,10.64,11.32,340,49,1027,9.86,6.69,360,55,1029,0.007,0.02,10.71,0.45,313,51,1027,9.99,5.66,10,57,1030,0.007,0.022,10.26,9.77,350,53,1028,10.83,5.66,30,55,1030,0.008,0.025,10.1,7.72,360,53,1028,11.85,5.66,30,50,1030
1215291,6520815,35.730556,139.758333,0.009,2024-11-07 20:00:00,2024-11-08 05:00:00,0.005,0.01,10.64,11.32,340,49,1027,9.86,6.69,360,55,1029,0.003,0.016,10.71,0.45,313,51,1027,9.99,5.66,10,57,1030,0.004,0.02,10.26,9.77,350,53,1028,10.83,5.66,30,55,1030,0.007,0.014,10.1,7.72,360,53,1028,11.85,5.66,30,50,1030
1215294,6518335,35.713889,139.705556,0.007,2024-11-07 20:00:00,2024-11-08 05:00:00,0.005,0.01,10.64,11.32,340,49,1027,9.86,6.69,360,55,1029,0.005,0.029,10.71,0.45,313,51,1027,9.99,5.66,10,57,1030,0.004,0.026,10.26,9.77,350,53,1028,10.83,5.66,30,55,1030,0.006,0.016,10.1,7.72,360,53,1028,11.85,5.66,30,50,1030
1215295,6520345,35.677777999999996,139.716667,0.005,2024-11-07 20:00:00,2024-11-08 05:00:00,,0.008,10.64,11.32,340,49,1027,9.86,6.69,360,55,1029,0.003,0.01,10.71,0.45,313,51,1027,9.99,5.66,10,57,1030,0.003,0.012,10.26,9.77,350,53,1028,10.83,5.66,30,55,1030,0.004,0.013,10.1,7.72,360,53,1028,11.85,5.66,30,50,1030
1215373,6518084,35.686111,139.605556,0.003,2024-11-07 20:00:00,2024-11-08 05:00:00,0.004,0.01,10.59,7.64,353,50,1027,9.54,4.5,13,57,1029,0.003,0.014,10.58,6.98,354,51,1027,9.54,3.84,9,57,1030,0.003,0.016,10.29,6.23,7,50,1028,10.54,4.23,8,57,1030,0.003,0.009,9.85,5.36,11,53,1028,11.44,2.57,40,52,1030
