station_id,sensor_id,latitude,longitude,measurement_value,measurement_datetime_utc,measurement_datetime_tokyo,NO2_lag_1,past_temp_1,past_wind_1,past_wind_dir_1,past_humidity_1,past_pressure_1,future_temp_1,future_wind_1,future_wind_dir_1,future_humidity_1,future_pressure_1,NO2_lag_2,past_temp_2,past_wind_2,past_wind_dir_2,past_humidity_2,past_pressure_2,future_temp_2,future_wind_2,future_wind_dir_2,future_humidity_2,future_pressure_2,NO2_lag_3,past_temp_3,past_wind_3,past_wind_dir_3,past_humidity_3,past_pressure_3,future_temp_3,future_wind_3,future_wind_dir_3,future_humidity_3,future_pressure_3,NO2_lag_4,past_temp_4,past_wind_4,past_wind_dir_4,past_humidity_4,past_pressure_4,future_temp_4,future_wind_4,future_wind_dir_4,future_humidity_4,future_pressure_4
1214931,6519744,35.597222,139.697222,0.006,2024-09-17 20:00:00,2024-09-18 05:00:00,0.006,28.84,4.12,240,80,1013,28.47,4.12,230,83,1013,0.008,28.88,4.63,210,79,1013,29.24,3.09,240,81,1014,0.009,28.72,4.12,230,81,1013,30.52,3.09,270,76,1014,0.007,28.55,4.63,230,80,1013,31.23,4.12,170,70,1014
1215290,6587168,35.719444,139.734722,0.016,2024-09-17 20:00:00,2024-09-18 05:00:00,0.011,28.62,4.12,240,81,1013,28.12,4.12,230,84,1013,0.012,28.65,4.63,210,80,1013,29.12,3.09,240,81,1014,0.011,28.45,4.12,230,82,1013,30.5,3.09,270,76,1014,0.012,28.24,4.63,230,81,1013,31.25,4.12,170,71,1014
1215291,6520815,35.730556,139.758333,0.015,2024-09-17 20:00:00,2024-09-18 05:00:00,0.01,28.62,4.12,240,81,1013,28.12,4.12,230,84,1013,0.01,28.65,4.63,210,80,1013,29.12,3.09,240,81,1014,0.011,28.45,4.12,230,82,1013,30.5,3.09,270,76,1014,0.011,28.24,4.63,230,81,1013,31.25,4.12,170,71,1014
1215294,6518335,35.713889,139.705556,0.012,2024-09-17 20:00:00,2024-09-18 05:00:00,,28.62,4.12,240,81,1013,28.12,4.12,230,84,1013,0.009,28.65,4.63,210,80,1013,29.12,3.09,240,81,1014,0.009,28.45,4.12,230,82,1013,30.5,3.09,270,76,1014,0.014,28.24,4.63,230,81,1013,31.25,4.12,170,71,1014
1215295,6520345,35.677777999999996,139.716667,0.013,2024-09-17 20:00:00,2024-09-18 05:00:00,0.01,28.62,4.12,240,81,1013,28.12,4.12,230,84,1013,0.013,28.65,4.63,210,80,1013,29.12,3.09,240,81,1014,0.014,28.45,4.12,230,82,1013,30.5,3.09,270,76,1014,0.015,28.24,4.63,230,81,1013,31.25,4.12,170,71,1014
1215373,6518084,35.686111,139.605556,0.011,2024-09-17 20:00:00,2024-09-18 05:00:00,0.012,28.04,2.29,266,83,1013,27.63,1.24,296,87,1014,0.011,28.25,2,280,83,1013,28.62,1.43,326,83,1014,0.013,28.01,1.75,268,84,1013,30.26,1.12,343,76,1014,0.012,27.8,1.48,269,85,1013,31.23,1.03,0,70,1014
1215412,6587276,35.758333,139.708333,0.012,2024-09-17 20:00:00,2024-09-18 05:00:00,0.009,28.94,1.81,255,84,1013,28.28,1.52,322,82,1013,0.01,28.95,0.45,224,81,1013,29.45,0.45,291,82,1014,0.01,28.67,0.45,28,80,1012,30.76,0.45,229,77,1014,0.01,28.41,1.74,307,80,1013,31.5,1.49,354,74,1014
1215413,6587196,35.753611,139.7075,0.011,2024-09-17 20:00:00,2024-09-18 05:00:00,0.008,28.61,1.34,313,82,1013,28.13,0.45,297,86,1013,0.009,28.61,0.89,293,82,1013,29.18,0.45,331,82,1014,0.008,28.36,0.89,332,83,1013,30.82,0.45,229,77,1014,0.009,28.29,0.89,269,85,1013,31.66,3.09,150,73,1014
1215489,6587322,35.694444,139.838889,0.017,2024-09-17 20:00:00,2024-09-18 05:00:00,0.01,29.13,4.12,240,83,1013,28.67,4.12,230,79,1013,0.013,29.18,4.63,210,78,1013,29.63,3.09,240,79,1014,0.014,28.93,4.12,230,77,1013,30.58,3.09,270,74,1014,0.016,28.75,4.63,230,77,1013,31.26,4.12,170,69,1014
1215490,6587181,35.686111,139.830556,0.014,2024-09-17 20:00:00,2024-09-18 05:00:00,0.009,29.13,4.12,240,83,1013,28.67,4.12,230,79,1013,0.011,29.18,4.63,210,78,1013,29.63,3.09,240,79,1014,0.013,28.93,4.12,230,77,1013,30.58,3.09,270,74,1014,0.014,28.75,4.63,230,77,1013,31.26,4.12,170,69,1014
1215491,6520578,35.647222,139.813889,0.012,2024-09-17 20:00:00,2024-09-18 05:00:00,0.009,29.13,4.12,240,83,1013,28.67,4.12,230,79,1013,0.012,29.18,4.63,210,78,1013,29.63,3.09,240,79,1014,0.017,28.93,4.12,230,77,1013,30.58,3.09,270,74,1014,0.012,28.75,4.63,230,77,1013,31.26,4.12,170,69,1014
1215540,6515603,35.661111,139.702778,0.013,2024-09-17 20:00:00,2024-09-18 05:00:00,0.009,28.62,4.12,240,81,1013,28.12,4.12,230,84,1013,0.012,28.65,4.63,210,80,1013,29.12,3.09,240,81,1014,0.014,28.45,4.12,230,82,1013,30.5,3.09,270,76,1014,0.013,28.24,4.63,230,81,1013,31.25,4.12,170,71,1014
1215541,6519859,35.669444,139.663889,0.02,2024-09-17 20:00:00,2024-09-18 05:00:00,0.02,28.62,4.12,240,81,1013,28.12,4.12,230,84,1013,0.022,28.65,4.63,210,80,1013,29.12,3.09,240,81,1014,0.021,28.45,4.12,230,82,1013,30.5,3.09,270,76,1014,0.015,28.24,4.63,230,81,1013,31.25,4.12,170,71,1014
1215542,6515515,35.630556,139.780556,0.01,2024-09-17 20:00:00,2024-09-18 05:00:00,0.008,28.84,4.12,240,80,1013,28.47,4.12,230,83,1013,0.01,28.88,4.63,210,79,1013,29.24,3.09,240,81,1014,0.011,28.72,4.12,230,81,1013,30.52,3.09,270,76,1014,0.011,28.55,4.63,230,80,1013,31.23,4.12,170,70,1014
1215543,6518967,35.633333,139.741667,0.008,2024-09-17 20:00:00,2024-09-18 05:00:00,,28.84,4.12,240,80,1013,28.47,4.12,230,83,1013,0.013,28.88,4.63,210,79,1013,29.24,3.09,240,81,1014,0.013,28.72,4.12,230,81,1013,30.52,3.09,270,76,1014,0.009,28.55,4.63,230,80,1013,31.23,4.12,170,70,1014
1215544,6519804,35.642222,139.735833,0.008,2024-09-17 20:00:00,2024-09-18 05:00:00,0.007,28.84,4.12,240,80,1013,28.47,4.12,230,83,1013,0.01,28.88,4.63,210,79,1013,29.24,3.09,240,81,1014,0.012,28.72,4.12,230,81,1013,30.52,3.09,270,76,1014,0.009,28.55,4.63,230,80,1013,31.23,4.12,170,70,1014
1215604,6515512,35.620278,139.681667,0.007,2024-09-17 20:00:00,2024-09-18 05:00:00,0.007,28.84,4.12,240,80,1013,28.47,4.12,230,83,1013,0.01,28.88,4.63,210,79,1013,29.24,3.09,240,81,1014,0.01,28.72,4.12,230,81,1013,30.52,3.09,270,76,1014,0.009,28.55,4.63,230,80,1013,31.23,4.12,170,70,1014
1215605,6587166,35.616667,139.686111,0.01,2024-09-17 20:00:00,2024-09-18 05:00:00,0.009,28.84,4.12,240,80,1013,28.47,4.12,230,83,1013,0.012,28.88,4.63,210,79,1013,29.24,3.09,240,81,1014,0.012,28.72,4.12,230,81,1013,30.52,3.09,270,76,1014,0.011,28.55,4.63,230,80,1013,31.23,4.12,170,70,1014
1215606,6518338,35.65,139.691667,0.016,2024-09-17 20:00:00,2024-09-18 05:00:00,0.016,28.62,4.12,240,81,1013,28.12,4.12,230,84,1013,0.017,28.65,4.63,210,80,1013,29.12,3.09,240,81,1014,0.017,28.45,4.12,230,82,1013,30.5,3.09,270,76,1014,0.015,28.24,4.63,230,81,1013,31.25,4.12,170,71,1014
1215737,6519084,35.761111,139.666667,0.012,2024-09-17 20:00:00,2024-09-18 05:00:00,0.008,28.61,1.34,313,82,1013,28.13,0.45,297,86,1013,0.01,28.61,0.89,293,82,1013,29.18,0.45,331,82,1014,0.009,28.36,0.89,332,83,1013,30.82,0.45,229,77,1014,0.011,28.29,0.89,269,85,1013,31.66,3.09,150,73,1014
1215738,6587252,35.733333,139.602778,0.009,2024-09-17 20:00:00,2024-09-18 05:00:00,0.007,28.61,1.34,313,82,1013,28.13,0.45,297,86,1013,0.006,28.61,0.89,293,82,1013,29.18,0.45,331,82,1014,0.006,28.36,0.89,332,83,1013,30.82,0.45,229,77,1014,0.007,28.29,0.89,269,85,1013,31.66,3.09,150,73,1014
1215739,6516899,35.743333,139.653611,0.01,2024-09-17 20:00:00,2024-09-18 05:00:00,0.008,28.61,1.34,313,82,1013,28.13,0.45,297,86,1013,0.008,28.61,0.89,293,82,1013,29.18,0.45,331,82,1014,0.007,28.36,0.89,332,83,1013,30.82,0.45,229,77,1014,0.008,28.29,0.89,269,85,1013,31.66,3.09,150,73,1014
1215784,6516949,35.730556,139.791667,0.013,2024-09-17 20:00:00,2024-09-18 05:00:00,0.007,29.09,1.93,230,84,1013,28.51,1.27,315,81,1013,0.008,29.12,0.45,224,81,1013,29.83,0.45,291,82,1014,0.009,28.83,0.45,28,78,1012,30.92,0.45,229,76,1014,0.011,28.6,1.41,291,79,1013,31.57,1.31,353,74,1014
1215848,6587251,35.738611,139.729444,0.014,2024-09-17 20:00:00,2024-09-18 05:00:00,0.01,28.62,4.12,240,81,1013,28.12,4.12,230,84,1013,0.01,28.65,4.63,210,80,1013,29.12,3.09,240,81,1014,0.011,28.45,4.12,230,82,1013,30.5,3.09,270,76,1014,0.011,28.24,4.63,230,81,1013,31.25,4.12,170,71,1014
1215878,6520231,35.772222,139.805556,0.019,2024-09-17 20:00:00,2024-09-18 05:00:00,0.009,29.09,1.93,230,84,1013,28.51,1.27,315,81,1013,0.011,29.12,0.45,224,81,1013,29.83,0.45,291,82,1014,0.015,28.83,0.45,28,78,1012,30.92,0.45,229,76,1014,0.02,28.6,1.41,291,79,1013,31.57,1.31,353,74,1014
1215880,6517103,35.777778,139.780556,0.014,2024-09-17 20:00:00,2024-09-18 05:00:00,0.008,29.09,1.93,230,84,1013,28.51,1.27,315,81,1013,0.01,29.12,0.45,224,81,1013,29.83,0.45,291,82,1014,0.012,28.83,0.45,28,78,1012,30.92,0.45,229,76,1014,0.015,28.6,1.41,291,79,1013,31.57,1.31,353,74,1014
1298213,6587300,35.681389,139.718611,0.012,2024-09-17 20:00:00,2024-09-18 05:00:00,0.011,28.62,4.12,240,81,1013,28.12,4.12,230,84,1013,0.013,28.65,4.63,210,80,1013,29.12,3.09,240,81,1014,0.014,28.45,4.12,230,82,1013,30.5,3.09,270,76,1014,0.015,28.24,4.63,230,81,1013,31.25,4.12,170,71,1014
1214508,6518570,35.651389,139.593611,0.008,2024-10-17 21:00:00,2024-10-18 06:00:00,0.006,21.61,3.95,36,86,1024,20.94,4.4,29,91,1024,0.006,21.36,4.22,30,87,1024,20.99,4.61,29,90,1024,0.006,21.3,4.47,27,87,1024,20.83,2.57,340,89,1024,0.006,21.2,4.67,27,86,1024,21.38,4.31,10,91,1024
1214509,6587263,35.661111,139.616667,0.015,2024-10-17 21:00:00,2024-10-18 06:00:00,0.013,21.61,3.95,36,86,1024,20.94,4.4,29,91,1024,0.012,21.36,4.22,30,87,1024,20.99,4.61,29,90,1024,0.015,21.3,4.47,27,87,1024,20.83,2.57,340,89,1024,0.017,21.2,4.67,27,86,1024,21.38,4.31,10,91,1024
1214510,6516563,35.675,139.786111,0.015,2024-10-17 21:00:00,2024-10-18 06:00:00,0.015,21.46,5.14,10,85,1024,21.12,4.63,10,86,1024,0.014,21.34,5.66,10,85,1024,21.08,5.66,10,87,1024,0.014,21.17,6.17,10,85,1024,20.97,5.66,360,90,1024,0.016,21.23,5.66,10,85,1024,21.31,4.63,350,89,1024
1214511,6516111,35.652778,139.783333,0.01,2024-10-17 21:00:00,2024-10-18 06:00:00,0.009,21.7,5.14,10,84,1024,21.4,4.63,10,85,1024,0.009,21.61,5.66,10,84,1023,21.39,5.66,10,86,1024,0.01,21.49,6.17,10,84,1024,21.01,5.66,360,90,1024,0.009,21.57,5.66,10,84,1024,21.67,4.63,350,89,1024
1214514,6518645,35.700278,139.682778,0.01,2024-10-17 21:00:00,2024-10-18 06:00:00,0.007,21.46,5.14,10,85,1024,21.12,4.63,10,86,1024,0.007,21.34,5.66,10,85,1024,21.08,5.66,10,87,1024,0.008,21.17,6.17,10,85,1024,20.97,5.66,360,90,1024,0.009,21.23,5.66,10,85,1024,21.31,4.63,350,89,1024
1214515,6515352,35.716667,139.647222,0.011,2024-10-17 21:00:00,2024-10-18 06:00:00,0.007,21.42,3.71,43,88,1024,20.97,0.45,32,87,1024,0.007,21.27,0.45,51,88,1024,20.97,4.37,34,89,1024,0.008,21.11,4.16,32,88,1024,20.94,3.09,360,90,1024,0.009,21.1,4.39,33,88,1024,21.23,0.45,14,91,1024
1214712,6587151,35.763889,139.738889,0.023,2024-10-17 21:00:00,2024-10-18 06:00:00,0.013,21.48,3.55,44,86,1024,21.16,0.45,32,85,1024,0.013,21.7,0.45,51,86,1024,21.16,4.15,35,88,1024,0.013,21.27,3.91,32,85,1024,21.17,0.45,28,91,1024,0.016,21.25,4.1,33,86,1024,21.54,0.45,14,92,1024
1214720,6516136,35.669444,139.756389,,2024-10-17 21:00:00,2024-10-18 06:00:00,,21.46,5.14,10,85,1024,21.12,4.63,10,86,1024,,21.34,5.66,10,85,1024,21.08,5.66,10,87,1024,,21.17,6.17,10,85,1024,20.97,5.66,360,90,1024,,21.23,5.66,10,85,1024,21.31,4.63,350,89,1024
1214721,6515676,35.672222,139.761111,,2024-10-17 21:00:00,2024-10-18 06:00:00,,21.46,5.14,10,85,1024,21.12,4.63,10,86,1024,,21.34,5.66,10,85,1024,21.08,5.66,10,87,1024,,21.17,6.17,10,85,1024,20.97,5.66,360,90,1024,,21.23,5.66,10,85,1024,21.31,4.63,350,89,1024
1214722,6515455,35.688889,139.772222,0.01,2024-10-17 21:00:00,2024-10-18 06:00:00,0.009,21.46,5.14,10,85,1024,21.12,4.63,10,86,1024,0.009,21.34,5.66,10,85,1024,21.08,5.66,10,87,1024,0.01,21.17,6.17,10,85,1024,20.97,5.66,360,90,1024,0.01,21.23,5.66,10,85,1024,21.31,4.63,350,89,1024
1214767,6520102,35.725,139.797222,0.014,2024-10-17 21:00:00,2024-10-18 06:00:00,0.011,21.81,5.14,10,83,1024,21.37,4.63,10,83,1024,0.014,21.69,5.66,10,83,1023,21.32,5.66,10,84,1024,0.014,21.48,6.17,10,83,1024,21.4,5.66,360,85,1024,0.011,21.5,5.66,10,83,1024,21.81,4.63,350,88,1024
1214831,6519787,35.613889,139.744444,0.013,2024-10-17 21:00:00,2024-10-18 06:00:00,0.015,21.7,5.14,10,84,1024,21.4,4.63,10,85,1024,0.01,21.61,5.66,10,84,1023,21.39,5.66,10,86,1024,0.01,21.49,6.17,10,84,1024,21.01,5.66,360,90,1024,0.01,21.57,5.66,10,84,1024,21.67,4.63,350,89,1024
1214832,6519019,35.616667,139.722222,0.012,2024-10-17 21:00:00,2024-10-18 06:00:00,0.012,21.7,5.14,10,84,1024,21.4,4.63,10,85,1024,0.009,21.61,5.66,10,84,1023,21.39,5.66,10,86,1024,0.01,21.49,6.17,10,84,1024,21.01,5.66,360,90,1024,0.01,21.57,5.66,10,84,1024,21.67,4.63,350,89,1024
1214833,6518521,35.608333,139.725,0.008,2024-10-17 21:00:00,2024-10-18 06:00:00,0.008,21.7,5.14,10,84,1024,21.4,4.63,10,85,1024,0.007,21.61,5.66,10,84,1023,21.39,5.66,10,86,1024,0.007,21.49,6.17,10,84,1024,21.01,5.66,360,90,1024,0.007,21.57,5.66,10,84,1024,21.67,4.63,350,89,1024
1214884,6517597,35.716667,139.816667,0.013,2024-10-17 21:00:00,2024-10-18 06:00:00,0.01,21.81,5.14,10,83,1024,21.37,4.63,10,83,1024,0.009,21.69,5.66,10,83,1023,21.32,5.66,10,84,1024,0.011,21.48,6.17,10,83,1024,21.4,5.66,360,85,1024,0.011,21.5,5.66,10,83,1024,21.81,4.63,350,88,1024
1214929,6587241,35.591667,139.713889,0.019,2024-10-17 21:00:00,2024-10-18 06:00:00,0.011,21.7,5.14,10,84,1024,21.4,4.63,10,85,1024,0.013,21.61,5.66,10,84,1023,21.39,5.66,10,86,1024,0.011,21.49,6.17,10,84,1024,21.01,5.66,360,90,1024,0.015,21.57,5.66,10,84,1024,21.67,4.63,350,89,1024
1214930,6519173,35.573056,139.686389,0.009,2024-10-17 21:00:00,2024-10-18 06:00:00,0.008,21.7,5.14,10,84,1024,21.4,4.63,10,85,1024,0.007,21.61,5.66,10,84,1023,21.39,5.66,10,86,1024,0.007,21.49,6.17,10,84,1024,21.01,5.66,360,90,1024,0.007,21.57,5.66,10,84,1024,21.67,4.63,350,89,1024
1214931,6519744,35.597222,139.697222,0.008,2024-10-17 21:00:00,2024-10-18 06:00:00,0.007,21.7,5.14,10,84,1024,21.4,4.63,10,85,1024,0.007,21.61,5.66,10,84,1023,21.39,5.66,10,86,1024,0.007,21.49,6.17,10,84,1024,21.01,5.66,360,90,1024,0.008,21.57,5.66,10,84,1024,21.67,4.63,350,89,1024
1215290,6587168,35.719444,139.734722,0.021,2024-10-17 21:00:00,2024-10-18 06:00:00,0.011,21.46,5.14,10,85,1024,21.12,4.63,10,86,1024,0.013,21.34,5.66,10,85,1024,21.08,5.66,10,87,1024,0.012,21.17,6.17,10,85,1024,20.97,5.66,360,90,1024,0.021,21.23,5.66,10,85,1024,21.31,4.63,350,89,1024
1215291,6520815,35.730556,139.758333,0.012,2024-10-17 21:00:00,2024-10-18 06:00:00,0.009,21.46,5.14,10,85,1024,21.12,4.63,10,86,1024,0.009,21.34,5.66,10,85,1024,21.08,5.66,10,87,1024,0.01,21.17,6.17,10,85,1024,20.97,5.66,360,90,1024,0.012,21.23,5.66,10,85,1024,21.31,4.63,350,89,1024
1215294,6518335,35.713889,139.705556,0.013,2024-10-17 21:00:00,2024-10-18 06:00:00,0.01,21.46,5.14,10,85,1024,21.12,4.63,10,86,1024,0.01,21.34,5.66,10,85,1024,21.08,5.66,10,87,1024,0.013,21.17,6.17,10,85,1024,20.97,5.66,360,90,1024,0.01,21.23,5.66,10,85,1024,21.31,4.63,350,89,1024
1215295,6520345,35.677777999999996,139.716667,0.006,2024-10-17 21:00:00,2024-10-18 06:00:00,0.006,21.46,5.14,10,85,1024,21.12,4.63,10,86,1024,0.005,21.34,5.66,10,85,1024,21.08,5.66,10,87,1024,0.005,21.17,6.17,10,85,1024,20.97,5.66,360,90,1024,0.005,21.23,5.66,10,85,1024,21.31,4.63,350,89,1024
1215373,6518084,35.686111,139.605556,0.009,2024-10-17 21:00:00,2024-10-18 06:00:00,0.006,21.39,3.65,41,90,1024,20.7,4.09,32,94,1024,0.007,21.12,3.93,33,91,1024,20.74,4.34,31,95,1024,0.007,21.03,4.14,30,91,1024,20.66,2.57,340,93,1024,0.007,20.86,4.35,31,91,1024,21.13,4.08,11,95,1024
1215412,6587276,35.758333,139.708333,0.023,2024-10-17 21:00:00,2024-10-18 06:00:00,0.015,21.48,3.55,44,86,1024,21.16,0.45,32,85,1024,0.016,21.7,0.45,51,86,1024,21.16,4.15,35,88,1024,0.019,21.27,3.91,32,85,1024,21.17,0.45,28,91,1024,0.018,21.25,4.1,33,86,1024,21.54,0.45,14,92,1024
1215413,6587196,35.753611,139.7075,0.013,2024-10-17 21:00:00,2024-10-18 06:00:00,0.01,21.42,3.71,43,88,1024,20.97,0.45,32,87,1024,0.011,21.27,0.45,51,88,1024,20.97,4.37,34,89,1024,0.011,21.11,4.16,32,88,1024,20.94,3.09,360,90,1024,0.011,21.1,4.39,33,88,1024,21.23,0.45,14,91,1024
1215489,6587322,35.694444,139.838889,0.011,2024-10-17 21:00:00,2024-10-18 06:00:00,0.009,21.81,5.14,10,83,1024,21.37,4.63,10,83,1024,0.009,21.69,5.66,10,83,1023,21.32,5.66,10,84,1024,0.011,21.48,6.17,10,83,1024,21.4,5.66,360,85,1024,0.012,21.5,5.66,10,83,1024,21.81,4.63,350,88,1024
1215490,6587181,35.686111,139.830556,0.011,2024-10-17 21:00:00,2024-10-18 06:00:00,0.01,21.81,5.14,10,83,1024,21.37,4.63,10,83,1024,0.009,21.69,5.66,10,83,1023,21.32,5.66,10,84,1024,0.011,21.48,6.17,10,83,1024,21.4,5.66,360,85,1024,0.01,21.5,5.66,10,83,1024,21.81,4.63,350,88,1024
1215491,6520578,35.647222,139.813889,0.014,2024-10-17 21:00:00,2024-10-18 06:00:00,0.011,21.81,5.14,10,83,1024,21.37,4.63,10,83,1024,0.011,21.69,5.66,10,83,1023,21.32,5.66,10,84,1024,0.012,21.48,6.17,10,83,1024,21.4,5.66,360,85,1024,0.011,21.5,5.66,10,83,1024,21.81,4.63,350,88,1024
